-95.5096122669,6.94059900521,-47.6210682789,125.620903671,58.9620888618,82.6136648249,11.0735448738,-36.0666398411,10
-95.5096122669,6.94059900521,-47.6210682789,125.620903671,58.9620888618,82.6136648249,11.0735448738,-36.0666398411,10
-95.5096122669,6.94059900521,-47.6210682789,125.620903671,58.9620888618,82.6136648249,11.0735448738,-36.0666398411,10
-22.6756599087,-22.17739471,11.9274135901,101.033622108,122.579464947,69.9576585717,87.9763914485,-53.2533582463,10
-22.6756599087,-22.17739471,11.9274135901,101.033622108,122.579464947,69.9576585717,87.9763914485,-53.2533582463,10
-22.6756599087,-22.17739471,11.9274135901,101.033622108,122.579464947,69.9576585717,87.9763914485,-53.2533582463,10
-22.6756599087,-22.17739471,11.9274135901,101.033622108,122.579464947,69.9576585717,87.9763914485,-53.2533582463,10
-22.6756599087,-22.17739471,11.9274135901,101.033622108,122.579464947,69.9576585717,87.9763914485,-53.2533582463,10
-99.8084452119,32.2711048861,26.7066517224,12.9771263282,9.37931881488,-100.642218475,-117.135778119,-81.3482399174,10
-99.8084452119,32.2711048861,26.7066517224,12.9771263282,9.37931881488,-100.642218475,-117.135778119,-81.3482399174,10
-99.8084452119,32.2711048861,26.7066517224,12.9771263282,9.37931881488,-100.642218475,-117.135778119,-81.3482399174,10
