-78.1789285194,90.0565780657,-10.1580037901,38.5550207707,-56.4099795465,-22.5324943792,-124.430904276,28.9690629158,10
-78.1789285194,90.0565780657,-10.1580037901,38.5550207707,-56.4099795465,-22.5324943792,-124.430904276,28.9690629158,10
-78.0390067653,-3.72535674555,4.43730269529,18.1130264961,24.0496877435,-55.9564282155,-58.4266217171,-77.7948114572,10
-60.269170727,-5.46234381231,19.5107572569,-35.7017170816,-7.64630036999,-107.349633936,-87.426228354,-77.110260667,10
-60.269170727,-5.46234381231,19.5107572569,-35.7017170816,-7.64630036999,-107.349633936,-87.426228354,-77.110260667,10
-60.269170727,-5.46234381231,19.5107572569,-35.7017170816,-7.64630036999,-107.349633936,-87.426228354,-77.110260667,10
-60.269170727,-5.46234381231,19.5107572569,-35.7017170816,-7.64630036999,-107.349633936,-87.426228354,-77.110260667,10
-60.269170727,-5.46234381231,19.5107572569,-35.7017170816,-7.64630036999,-107.349633936,-87.426228354,-77.110260667,10
36.5842713397,-68.3691413787,-24.0776014047,-8.3741932582,29.802029265,46.1043820485,90.4639020095,-13.890566072,10
36.5842713397,-68.3691413787,-24.0776014047,-8.3741932582,29.802029265,46.1043820485,90.4639020095,-13.890566072,10
