-56.3742472423,62.3190079208,-42.7700622965,52.0186964618,-52.0204574478,39.8011934318,-65.6246423936,50.1015048909,10
-48.3868771193,34.3314941677,-32.784566271,41.2407749108,-26.5795522441,27.2288160303,-42.1818630925,20.3195352872,10
-43.6259387643,7.77441918987,-26.5912607091,8.76941052055,-25.6976893819,-6.5289136042,-42.7323674372,-7.52390493487,10
-41.915341594,-20.6191192211,-28.6614403131,-31.3664149289,-38.3132583673,-43.269338897,-51.5671596482,-32.5220431893,10
-36.0742638729,-46.0920319622,-34.622932489,-29.0901526129,-19.3540638804,-30.3935490054,-20.8053952643,-47.3954283547,10
-0.587106003211,-44.9394800245,4.40093428992,-28.6210941292,19.0559783013,-33.1007007824,14.0679380082,-49.4190866777,10
27.6771555683,-40.5945077424,10.746664019,-42.7225867101,8.83550128938,-27.5178293045,25.7659928387,-25.3897503368,10
22.8374992831,-3.21082209647,5.93399873777,-5.54361730997,3.83898659977,9.63690029926,20.7424871451,11.9696955128,10
18.0823601942,25.8264602114,1.0250404519,25.3594405079,0.60562431884,40.6780984403,17.6629440611,41.1451181438,10
-3.25847439414,26.2782147617,8.57031040582,13.9798362364,-2.47448775695,3.35676585699,-14.3032725569,15.6551443822,10
-13.4651038023,11.5631601693,-8.01154104636,-4.60560346494,-22.5322138745,-9.50328162498,-27.9857766304,6.66548200931,10
