-115.562595958,41.3118731364,-1.51346592779,99.3732484243,50.6296820321,-3.05079221114,-63.4194479978,-61.1121674991,10
-115.562595958,41.3118731364,-1.51346592779,99.3732484243,50.6296820321,-3.05079221114,-63.4194479978,-61.1121674991,10
-89.7009796381,31.9006982771,30.0042026179,77.1665430386,70.6560753856,-30.3370253661,-49.0491068703,-75.6028701276,10
-73.5356426738,21.1360212984,53.3212849717,38.0371239031,68.4996490636,-75.8892086226,-58.3572785818,-92.7903112273,10
-73.5356426738,21.1360212984,53.3212849717,38.0371239031,68.4996490636,-75.8892086226,-58.3572785818,-92.7903112273,10
-73.5356426738,21.1360212984,53.3212849717,38.0371239031,68.4996490636,-75.8892086226,-58.3572785818,-92.7903112273,10
-73.5356426738,21.1360212984,53.3212849717,38.0371239031,68.4996490636,-75.8892086226,-58.3572785818,-92.7903112273,10
-73.5356426738,21.1360212984,53.3212849717,38.0371239031,68.4996490636,-75.8892086226,-58.3572785818,-92.7903112273,10
-85.7563889249,-4.6639825746,19.4592973477,68.1919487083,84.888984223,-26.2990458608,-20.3267020496,-99.1549771437,10
-85.7563889249,-4.6639825746,19.4592973477,68.1919487083,84.888984223,-26.2990458608,-20.3267020496,-99.1549771437,10
-85.7563889249,-4.6639825746,19.4592973477,68.1919487083,84.888984223,-26.2990458608,-20.3267020496,-99.1549771437,10
-85.7563889249,-4.6639825746,19.4592973477,68.1919487083,84.888984223,-26.2990458608,-20.3267020496,-99.1549771437,10
