0.8090909090909091,11
0.9157894736842105,10
0.8947368421052632,11
0.9,6
0.8090909090909091,11
0.8631578947368421,10
0.8842105263157894,11
0.8636363636363636,6
0.8857142857142857,8
0.8210526315789474,8
0.9157894736842105,5
0.8857142857142857,4
0.8857142857142857,8
0.7894736842105263,8
0.9157894736842105,5
0.8857142857142857,4
0.8952380952380953,6
0.9444444444444444,5
0.9111111111111111,3
0.9714285714285714,3
0.8952380952380953,6
0.8777777777777778,5
0.9111111111111111,3
1.0,3
0.66,15
0.94,7
0.6285714285714286,7
0.5714285714285714,9
0.66,15
0.85,7
0.6857142857142857,7
0.45714285714285713,9
0.8,15
0.8571428571428571,13
1.0,6
0.8608695652173913,10
0.8,15
0.7714285714285715,13
0.9714285714285714,6
0.8347826086956521,10
0.8235294117647058,4
0.8588235294117647,4
0.8352941176470589,5
0.8352941176470589,5
0.8235294117647058,4
0.7764705882352941,4
0.8352941176470589,5
0.8352941176470589,5
0.9428571428571428,6
0.9904761904761905,6
0.9809523809523809,6
0.9142857142857143,5
0.9428571428571428,6
0.9428571428571428,6
0.819047619047619,6
0.9333333333333333,5
0.8666666666666667,12
0.8,11
0.9310344827586207,9
0.9266666666666666,10
0.8666666666666667,12
0.8,11
0.8206896551724138,9
0.8066666666666666,10
0.8166666666666667,4
0.9545454545454546,3
0.45454545454545453,3
0.9,3
0.8166666666666667,4
0.9636363636363636,3
0.4818181818181818,3
0.9166666666666666,3
0.9478260869565217,11
0.8090909090909091,11
0.9181818181818182,7
0.7391304347826086,9
0.9478260869565217,11
0.9272727272727272,11
0.8727272727272727,7
0.991304347826087,9
0.96,4
1.0,4
1.0,4
0.76,4
0.96,4
0.8769230769230769,4
1.0,4
0.9733333333333334,4
0.872,13
0.808695652173913,12
0.9478260869565217,14
0.92,6
0.872,13
0.808695652173913,13
0.9478260869565217,14
0.816,6
