4,SAD,TRUE,50
4,SA,TRUE,50
4,SD,TRUE,50
4,AD,TRUE,50
4,SAD,FALSE,50
4,SA,FALSE,50
4,SD,FALSE,50
4,AD,FALSE,50
5,SAD,TRUE,50
5,SA,TRUE,50
5,SD,TRUE,50
5,AD,TRUE,50
5,SAD,FALSE,50
5,SA,FALSE,50
5,SD,FALSE,50
5,AD,FALSE,50
6,SAD,TRUE,50
6,SA,TRUE,50
6,SD,TRUE,50
6,AD,TRUE,50
6,SAD,FALSE,50
6,SA,FALSE,50
6,SD,FALSE,50
6,AD,FALSE,50
7,SAD,TRUE,50
7,SA,TRUE,50
7,SD,TRUE,50
7,AD,TRUE,50
7,SAD,FALSE,50
7,SA,FALSE,50
7,SD,FALSE,50
7,AD,FALSE,50
8,SAD,TRUE,50
8,SA,TRUE,50
8,SD,TRUE,50
8,AD,TRUE,50
8,SAD,FALSE,50
8,SA,FALSE,50
8,SD,FALSE,50
8,AD,FALSE,50
9,SAD,TRUE,50
9,SA,TRUE,50
9,SD,TRUE,50
9,AD,TRUE,50
9,SAD,FALSE,50
9,SA,FALSE,50
9,SD,FALSE,50
9,AD,FALSE,50
10,SAD,TRUE,50
10,SA,TRUE,50
10,SD,TRUE,50
10,AD,TRUE,50
10,SAD,FALSE,50
10,SA,FALSE,50
10,SD,FALSE,50
10,AD,FALSE,50
11,SAD,TRUE,50
11,SA,TRUE,50
11,SD,TRUE,50
11,AD,TRUE,50
11,SAD,FALSE,50
11,SA,FALSE,50
11,SD,FALSE,50
11,AD,FALSE,50
12,SAD,TRUE,50
12,SA,TRUE,50
12,SD,TRUE,50
12,AD,TRUE,50
12,SAD,FALSE,50
12,SA,FALSE,50
12,SD,FALSE,50
12,AD,FALSE,50
13,SAD,TRUE,50
13,SA,TRUE,50
13,SD,TRUE,50
13,AD,TRUE,50
13,SAD,FALSE,50
13,SA,FALSE,50
13,SD,FALSE,50
13,AD,FALSE,50
14,SAD,TRUE,50
14,SA,TRUE,50
14,SD,TRUE,50
14,AD,TRUE,50
14,SAD,FALSE,50
14,SA,FALSE,50
14,SD,FALSE,50
14,AD,FALSE,50
15,SAD,TRUE,50
15,SA,TRUE,50
15,SD,TRUE,50
15,AD,TRUE,50
15,SAD,FALSE,50
15,SA,FALSE,50
15,SD,FALSE,50
15,AD,FALSE,50
