4,SAD,TRUE,50,0.7166666666666667,8
4,SA,TRUE,50,0.83,6
4,SD,TRUE,50,0.85,5
4,AD,TRUE,50,0.8416666666666667,6
4,SAD,FALSE,50,0.7166666666666667,8
4,SA,FALSE,50,0.76,6
4,SD,FALSE,50,0.8,5
4,AD,FALSE,50,0.7916666666666666,6
5,SAD,TRUE,50,0.8,5
5,SA,TRUE,50,0.81,4
5,SD,TRUE,50,0.95,6
5,AD,TRUE,50,0.8909090909090909,4
5,SAD,FALSE,50,0.8,5
5,SA,FALSE,50,0.65,4
5,SD,FALSE,50,0.69,6
5,AD,FALSE,50,0.8454545454545455,4
6,SAD,TRUE,50,0.8909090909090909,3
6,SA,TRUE,50,0.89,3
6,SD,TRUE,50,0.88,4
6,AD,TRUE,50,0.9727272727272728,3
6,SAD,FALSE,50,0.8909090909090909,3
6,SA,FALSE,50,0.85,3
6,SD,FALSE,50,0.91,4
6,AD,FALSE,50,0.9272727272727272,3
7,SAD,TRUE,50,0.5545454545454546,7
7,SA,TRUE,50,0.7818181818181819,4
7,SD,TRUE,50,0.7125,5
7,AD,TRUE,50,0.45,5
7,SAD,FALSE,50,0.5545454545454546,7
7,SA,FALSE,50,0.5363636363636364,4
7,SD,FALSE,50,0.65,5
7,AD,FALSE,50,0.3875,5
8,SAD,TRUE,50,0.7166666666666667,9
8,SA,TRUE,50,0.8818181818181818,7
8,SD,TRUE,50,0.8181818181818182,5
8,AD,TRUE,50,0.925,6
8,SAD,FALSE,50,0.7166666666666667,9
8,SA,FALSE,50,0.7818181818181819,7
8,SD,FALSE,50,0.8090909090909091,5
8,AD,FALSE,50,0.8083333333333333,6
9,SAD,TRUE,50,0.7333333333333333,4
9,SA,TRUE,50,0.9888888888888889,3
9,SD,TRUE,50,0.9444444444444444,4
9,AD,TRUE,50,1.0,4
9,SAD,FALSE,50,0.7333333333333333,4
9,SA,FALSE,50,0.8555555555555555,3
9,SD,FALSE,50,0.9222222222222223,4
9,AD,FALSE,50,0.7555555555555555,4
10,SAD,TRUE,50,0.8363636363636363,5
10,SA,TRUE,50,0.9454545454545454,5
10,SD,TRUE,50,0.7454545454545455,3
10,AD,TRUE,50,0.9090909090909091,5
10,SAD,FALSE,50,0.8363636363636363,5
10,SA,FALSE,50,0.8090909090909091,5
10,SD,FALSE,50,0.7090909090909091,3
10,AD,FALSE,50,0.9454545454545454,5
11,SAD,TRUE,50,0.80625,11
11,SA,TRUE,50,0.8533333333333334,10
11,SD,TRUE,50,0.84,6
11,AD,TRUE,50,0.7,7
11,SAD,FALSE,50,0.80625,11
11,SA,FALSE,50,0.74,10
11,SD,FALSE,50,0.7266666666666667,6
11,AD,FALSE,50,0.65,7
12,SAD,TRUE,50,0.7230769230769231,4
12,SA,TRUE,50,0.8083333333333333,3
12,SD,TRUE,50,0.5583333333333333,4
12,AD,TRUE,50,0.7307692307692307,3
12,SAD,FALSE,50,0.7230769230769231,4
12,SA,FALSE,50,0.6833333333333333,3
12,SD,FALSE,50,0.5333333333333333,4
12,AD,FALSE,50,0.7307692307692307,3
13,SAD,TRUE,50,0.9416666666666667,7
13,SA,TRUE,50,0.875,6
13,SD,TRUE,50,0.8916666666666667,5
13,AD,TRUE,50,0.7166666666666667,6
13,SAD,FALSE,50,0.9416666666666667,7
13,SA,FALSE,50,0.8583333333333333,6
13,SD,FALSE,50,0.5916666666666667,5
13,AD,FALSE,50,0.925,6
14,SAD,TRUE,50,0.9,3
14,SA,TRUE,50,1.0,3
14,SD,TRUE,50,1.0,4
14,AD,TRUE,50,1.0,3
14,SAD,FALSE,50,0.9,3
14,SA,FALSE,50,0.8142857142857143,3
14,SD,FALSE,50,1.0,4
14,AD,FALSE,50,0.9125,3
15,SAD,TRUE,50,0.7769230769230769,7
15,SA,TRUE,50,0.7916666666666666,6
15,SD,TRUE,50,0.8833333333333333,8
15,AD,TRUE,50,0.9153846153846154,5
15,SAD,FALSE,50,0.7769230769230769,7
15,SA,FALSE,50,0.6833333333333333,6
15,SD,FALSE,50,0.8333333333333334,8
15,AD,FALSE,50,0.6307692307692307,5
