4,SAD,TRUE,75
4,SA,TRUE,75
4,SD,TRUE,75
4,AD,TRUE,75
4,SAD,FALSE,75
4,SA,FALSE,75
4,SD,FALSE,75
4,AD,FALSE,75
5,SAD,TRUE,75
5,SA,TRUE,75
5,SD,TRUE,75
5,AD,TRUE,75
5,SAD,FALSE,75
5,SA,FALSE,75
5,SD,FALSE,75
5,AD,FALSE,75
6,SAD,TRUE,75
6,SA,TRUE,75
6,SD,TRUE,75
6,AD,TRUE,75
6,SAD,FALSE,75
6,SA,FALSE,75
6,SD,FALSE,75
6,AD,FALSE,75
7,SAD,TRUE,75
7,SA,TRUE,75
7,SD,TRUE,75
7,AD,TRUE,75
7,SAD,FALSE,75
7,SA,FALSE,75
7,SD,FALSE,75
7,AD,FALSE,75
8,SAD,TRUE,75
8,SA,TRUE,75
8,SD,TRUE,75
8,AD,TRUE,75
8,SAD,FALSE,75
8,SA,FALSE,75
8,SD,FALSE,75
8,AD,FALSE,75
9,SAD,TRUE,75
9,SA,TRUE,75
9,SD,TRUE,75
9,AD,TRUE,75
9,SAD,FALSE,75
9,SA,FALSE,75
9,SD,FALSE,75
9,AD,FALSE,75
10,SAD,TRUE,75
10,SA,TRUE,75
10,SD,TRUE,75
10,AD,TRUE,75
10,SAD,FALSE,75
10,SA,FALSE,75
10,SD,FALSE,75
10,AD,FALSE,75
11,SAD,TRUE,75
11,SA,TRUE,75
11,SD,TRUE,75
11,AD,TRUE,75
11,SAD,FALSE,75
11,SA,FALSE,75
11,SD,FALSE,75
11,AD,FALSE,75
12,SAD,TRUE,75
12,SA,TRUE,75
12,SD,TRUE,75
12,AD,TRUE,75
12,SAD,FALSE,75
12,SA,FALSE,75
12,SD,FALSE,75
12,AD,FALSE,75
13,SAD,TRUE,75
13,SA,TRUE,75
13,SD,TRUE,75
13,AD,TRUE,75
13,SAD,FALSE,75
13,SA,FALSE,75
13,SD,FALSE,75
13,AD,FALSE,75
14,SAD,TRUE,75
14,SA,TRUE,75
14,SD,TRUE,75
14,AD,TRUE,75
14,SAD,FALSE,75
14,SA,FALSE,75
14,SD,FALSE,75
14,AD,FALSE,75
15,SAD,TRUE,75
15,SA,TRUE,75
15,SD,TRUE,75
15,AD,TRUE,75
15,SAD,FALSE,75
15,SA,FALSE,75
15,SD,FALSE,75
15,AD,FALSE,75
